Area,Item,Element,Year,Value
Mexico,Sugar cane,Burning crop residues (Emissions CH4),1973,0.8811
Mexico,Sugar cane,Burning crop residues (Emissions CH4),1974,0.8626
Mexico,Sugar cane,Burning crop residues (Emissions CH4),1975,0.8734
Mexico,Sugar cane,Burning crop residues (Emissions CH4),1976,0.871
Mexico,Sugar cane,Burning crop residues (Emissions CH4),1977,0.8136
Mexico,Sugar cane,Burning crop residues (Emissions CH4),1978,0.9427
Mexico,Sugar cane,Burning crop residues (Emissions CH4),1979,0.9442
Mexico,Sugar cane,Burning crop residues (Emissions CH4),1980,0.9475
Mexico,Sugar cane,Burning crop residues (Emissions CH4),1981,0.9295
Mexico,Sugar cane,Burning crop residues (Emissions CH4),1982,0.9179
Mexico,Sugar cane,Burning crop residues (Emissions CH4),1983,0.8911
Mexico,Sugar cane,Burning crop residues (Emissions CH4),1984,0.9185
Mexico,Sugar cane,Burning crop residues (Emissions CH4),1985,0.8577
Mexico,Sugar cane,Burning crop residues (Emissions CH4),1986,1.0285
Mexico,Sugar cane,Burning crop residues (Emissions CH4),1987,1.0806
Mexico,Sugar cane,Burning crop residues (Emissions CH4),1988,1.0623
Mexico,Sugar cane,Burning crop residues (Emissions CH4),1989,1.0752
Mexico,Sugar cane,Burning crop residues (Emissions CH4),1990,1.0027
Mexico,Sugar cane,Burning crop residues (Emissions CH4),1991,0.96
Mexico,Sugar cane,Burning crop residues (Emissions CH4),1992,0.9796
Mexico,Sugar cane,Burning crop residues (Emissions CH4),1993,0.9858
Mexico,Sugar cane,Burning crop residues (Emissions CH4),1994,1.0311
Mexico,Sugar cane,Burning crop residues (Emissions CH4),1995,1.0057
Mexico,Sugar cane,Burning crop residues (Emissions CH4),1996,1.112
Mexico,Sugar cane,Burning crop residues (Emissions CH4),1997,1.0789
Mexico,Sugar cane,Burning crop residues (Emissions CH4),1998,1.1067
Mexico,Sugar cane,Burning crop residues (Emissions CH4),1999,1.1287
Mexico,Sugar cane,Burning crop residues (Emissions CH4),2000,1.0851
Mexico,Sugar cane,Burning crop residues (Emissions CH4),2001,1.0947
Mexico,Sugar cane,Burning crop residues (Emissions CH4),2002,1.1095
Mexico,Sugar cane,Burning crop residues (Emissions CH4),2003,1.1309
Mexico,Sugar cane,Burning crop residues (Emissions CH4),2004,1.1441
Mexico,Sugar cane,Burning crop residues (Emissions CH4),2005,1.1755
Mexico,Sugar cane,Burning crop residues (Emissions CH4),2006,1.1933
Mexico,Sugar cane,Burning crop residues (Emissions CH4),2007,1.2117
Mexico,Sugar cane,Burning crop residues (Emissions CH4),2008,1.2135
Mexico,Sugar cane,Burning crop residues (Emissions CH4),2009,1.2471
Mexico,Sugar cane,Burning crop residues (Emissions CH4),2010,1.2354
Mexico,Sugar cane,Burning crop residues (Emissions CH4),2011,1.2528
Mexico,Sugar cane,Burning crop residues (Emissions CH4),2012,1.2901
Mexico,Sugar cane,Burning crop residues (Emissions CH4),2013,1.3738
Mexico,Sugar cane,Burning crop residues (Emissions CH4),2014,1.337
Mexico,Sugar cane,Burning crop residues (Emissions CH4),2015,1.3314
Mexico,Sugar cane,Burning crop residues (Emissions CH4),2016,1.3708
Mexico,Sugar cane,Burning crop residues (Emissions CH4),2017,1.3549
Mexico,Sugar cane,Burning crop residues (Emissions CH4),2018,1.3793
Mexico,Sugar cane,Burning crop residues (Emissions CH4),2019,1.397
Mexico,Sugar cane,Burning crop residues (Emissions CH4),2020,1.36
Mexico,Sugar cane,Burning crop residues (Emissions CH4),2021,1.4204
Mexico,Sugar cane,Burning crop residues (Emissions CH4),2022,1.4194
Mexico,Sugar cane,Burning crop residues (Emissions CH4),2030,0.9858
Mexico,Sugar cane,Burning crop residues (Emissions CH4),2050,0.9108
Mexico,Potatoes,Crop residues (Emissions N2O),1961,0.0246
Mexico,Potatoes,Crop residues (Emissions N2O),1962,0.0262
Mexico,Potatoes,Crop residues (Emissions N2O),1963,0.0285
Mexico,Potatoes,Crop residues (Emissions N2O),1964,0.0278
Mexico,Potatoes,Crop residues (Emissions N2O),1965,0.0222
Mexico,Potatoes,Crop residues (Emissions N2O),1966,0.0235
Mexico,Potatoes,Crop residues (Emissions N2O),1967,0.0244
Mexico,Potatoes,Crop residues (Emissions N2O),1968,0.0254
Mexico,Potatoes,Crop residues (Emissions N2O),1969,0.0283
Mexico,Potatoes,Crop residues (Emissions N2O),1970,0.0296
Mexico,Potatoes,Crop residues (Emissions N2O),1971,0.0271
Mexico,Potatoes,Crop residues (Emissions N2O),1972,0.0336
Mexico,Potatoes,Crop residues (Emissions N2O),1973,0.035
Mexico,Potatoes,Crop residues (Emissions N2O),1974,0.034
Mexico,Potatoes,Crop residues (Emissions N2O),1975,0.0368
Mexico,Potatoes,Crop residues (Emissions N2O),1976,0.0362
Mexico,Potatoes,Crop residues (Emissions N2O),1977,0.0344
Mexico,Potatoes,Crop residues (Emissions N2O),1978,0.0463
Mexico,Potatoes,Crop residues (Emissions N2O),1979,0.0561
Mexico,Potatoes,Crop residues (Emissions N2O),1980,0.0535
Mexico,Potatoes,Crop residues (Emissions N2O),1981,0.0437
Mexico,Potatoes,Crop residues (Emissions N2O),1982,0.0484
Mexico,Potatoes,Crop residues (Emissions N2O),1983,0.0465
Mexico,Potatoes,Crop residues (Emissions N2O),1984,0.0489
Mexico,Potatoes,Crop residues (Emissions N2O),1985,0.0486
Mexico,Potatoes,Crop residues (Emissions N2O),1986,0.0464
Mexico,Potatoes,Crop residues (Emissions N2O),1987,0.0463
Mexico,Potatoes,Crop residues (Emissions N2O),1988,0.047
Mexico,Potatoes,Crop residues (Emissions N2O),1989,0.0499
Mexico,Potatoes,Crop residues (Emissions N2O),1990,0.0582
Mexico,Potatoes,Crop residues (Emissions N2O),1991,0.054
Mexico,Potatoes,Crop residues (Emissions N2O),1992,0.053
Mexico,Potatoes,Crop residues (Emissions N2O),1993,0.0495
Mexico,Potatoes,Crop residues (Emissions N2O),1994,0.0477
Mexico,Potatoes,Crop residues (Emissions N2O),1995,0.0506
Mexico,Potatoes,Crop residues (Emissions N2O),1996,0.0505
Mexico,Potatoes,Crop residues (Emissions N2O),1997,0.0514
Mexico,Potatoes,Crop residues (Emissions N2O),1998,0.0504
Mexico,Potatoes,Crop residues (Emissions N2O),1999,0.0557
Mexico,Potatoes,Crop residues (Emissions N2O),2000,0.0594
Mexico,Potatoes,Crop residues (Emissions N2O),2001,0.0596
Mexico,Potatoes,Crop residues (Emissions N2O),2002,0.0543
Mexico,Potatoes,Crop residues (Emissions N2O),2003,0.059
Mexico,Potatoes,Crop residues (Emissions N2O),2004,0.0547
Mexico,Potatoes,Crop residues (Emissions N2O),2005,0.0575
Mexico,Potatoes,Crop residues (Emissions N2O),2006,0.0546
Mexico,Potatoes,Crop residues (Emissions N2O),2007,0.0605
Mexico,Potatoes,Crop residues (Emissions N2O),2008,0.0571
Mexico,Potatoes,Crop residues (Emissions N2O),2009,0.0513
Mexico,Potatoes,Crop residues (Emissions N2O),2010,0.0525
Mexico,Potatoes,Crop residues (Emissions N2O),2011,0.0501
Mexico,Potatoes,Crop residues (Emissions N2O),2012,0.0625
Mexico,Potatoes,Crop residues (Emissions N2O),2013,0.0565
Mexico,Potatoes,Crop residues (Emissions N2O),2014,0.0577
Mexico,Potatoes,Crop residues (Emissions N2O),2015,0.0596
Mexico,Potatoes,Crop residues (Emissions N2O),2016,0.0612
Mexico,Potatoes,Crop residues (Emissions N2O),2017,0.0575
Mexico,Potatoes,Crop residues (Emissions N2O),2018,0.0597
Mexico,Potatoes,Crop residues (Emissions N2O),2019,0.0585
Mexico,Potatoes,Crop residues (Emissions N2O),2020,0.0626
Mexico,Potatoes,Crop residues (Emissions N2O),2021,0.0629
Mexico,Potatoes,Crop residues (Emissions N2O),2022,0.0608
Mexico,Potatoes,Crop residues (Emissions N2O),2030,0.0829
Mexico,Potatoes,Crop residues (Emissions N2O),2050,0.0968
Mexico,Wheat,Crop residues (Emissions N2O),1961,0.3787
Mexico,Wheat,Crop residues (Emissions N2O),1962,0.3841
Mexico,Wheat,Crop residues (Emissions N2O),1963,0.4454
Mexico,Wheat,Crop residues (Emissions N2O),1964,0.5582
Mexico,Wheat,Crop residues (Emissions N2O),1965,0.5493
Mexico,Wheat,Crop residues (Emissions N2O),1966,0.4263
Mexico,Wheat,Crop residues (Emissions N2O),1967,0.537
Mexico,Wheat,Crop residues (Emissions N2O),1968,0.5286
Mexico,Wheat,Crop residues (Emissions N2O),1969,0.5877
Mexico,Wheat,Crop residues (Emissions N2O),1970,0.6701
Mexico,Wheat,Crop residues (Emissions N2O),1971,0.459
Mexico,Wheat,Crop residues (Emissions N2O),1972,0.4595
Mexico,Wheat,Crop residues (Emissions N2O),1973,0.5197
Mexico,Wheat,Crop residues (Emissions N2O),1974,0.6872
Mexico,Wheat,Crop residues (Emissions N2O),1975,0.6896
Mexico,Wheat,Crop residues (Emissions N2O),1976,0.8258
Mexico,Wheat,Crop residues (Emissions N2O),1977,0.6071
Mexico,Wheat,Crop residues (Emissions N2O),1978,0.6852
Mexico,Wheat,Crop residues (Emissions N2O),1979,0.5597
Mexico,Wheat,Crop residues (Emissions N2O),1980,0.6826
Mexico,Wheat,Crop residues (Emissions N2O),1981,0.7849
Mexico,Wheat,Crop residues (Emissions N2O),1982,1.0664
Mexico,Wheat,Crop residues (Emissions N2O),1983,0.8456
Mexico,Wheat,Crop residues (Emissions N2O),1984,1.094
Mexico,Wheat,Crop residues (Emissions N2O),1985,1.2677
Mexico,Wheat,Crop residues (Emissions N2O),1986,1.1662
Mexico,Wheat,Crop residues (Emissions N2O),1987,1.0703
Mexico,Wheat,Crop residues (Emissions N2O),1988,0.8953
Mexico,Wheat,Crop residues (Emissions N2O),1989,1.0728
Mexico,Wheat,Crop residues (Emissions N2O),1990,0.9568
Mexico,Wheat,Crop residues (Emissions N2O),1991,0.9899
Mexico,Wheat,Crop residues (Emissions N2O),1992,0.8855
Mexico,Wheat,Crop residues (Emissions N2O),1993,0.8741
Mexico,Wheat,Crop residues (Emissions N2O),1994,1.0089
Mexico,Wheat,Crop residues (Emissions N2O),1995,0.8521
Mexico,Wheat,Crop residues (Emissions N2O),1996,0.8222
Mexico,Wheat,Crop residues (Emissions N2O),1997,0.883
Mexico,Wheat,Crop residues (Emissions N2O),1998,0.7875
Mexico,Wheat,Crop residues (Emissions N2O),1999,0.7305
Mexico,Wheat,Crop residues (Emissions N2O),2000,0.8413
Mexico,Wheat,Crop residues (Emissions N2O),2001,0.7906
Mexico,Wheat,Crop residues (Emissions N2O),2002,0.7778
Mexico,Wheat,Crop residues (Emissions N2O),2003,0.6581
Mexico,Wheat,Crop residues (Emissions N2O),2004,0.5625
Mexico,Wheat,Crop residues (Emissions N2O),2005,0.7279
Mexico,Wheat,Crop residues (Emissions N2O),2006,0.8107
Mexico,Wheat,Crop residues (Emissions N2O),2007,0.8451
Mexico,Wheat,Crop residues (Emissions N2O),2008,0.9671
Mexico,Wheat,Crop residues (Emissions N2O),2009,0.9909
Mexico,Wheat,Crop residues (Emissions N2O),2010,0.8806
Mexico,Wheat,Crop residues (Emissions N2O),2011,0.8682
Mexico,Wheat,Crop residues (Emissions N2O),2012,0.7823
Mexico,Wheat,Crop residues (Emissions N2O),2013,0.8051
Mexico,Wheat,Crop residues (Emissions N2O),2014,0.8811
Mexico,Wheat,Crop residues (Emissions N2O),2015,0.8987
Mexico,Wheat,Crop residues (Emissions N2O),2016,0.9259
Mexico,Wheat,Crop residues (Emissions N2O),2017,0.8402
Mexico,Wheat,Crop residues (Emissions N2O),2018,0.7048
Mexico,Wheat,Crop residues (Emissions N2O),2019,0.776
Mexico,Wheat,Crop residues (Emissions N2O),2020,0.716
Mexico,Wheat,Crop residues (Emissions N2O),2021,0.7821
Mexico,Wheat,Crop residues (Emissions N2O),2022,0.8515
Mexico,Wheat,Crop residues (Emissions N2O),2030,0.9592
Mexico,Wheat,Crop residues (Emissions N2O),2050,1.0754
Mexico,Wheat,Burning crop residues (Emissions N2O),1961,0.0234
Mexico,Wheat,Burning crop residues (Emissions N2O),1962,0.0209
Mexico,Wheat,Burning crop residues (Emissions N2O),1963,0.0229
Mexico,Wheat,Burning crop residues (Emissions N2O),1964,0.0229
Mexico,Wheat,Burning crop residues (Emissions N2O),1965,0.024
Mexico,Wheat,Burning crop residues (Emissions N2O),1966,0.0205
Mexico,Wheat,Burning crop residues (Emissions N2O),1967,0.0218
Mexico,Wheat,Burning crop residues (Emissions N2O),1968,0.0221
Mexico,Wheat,Burning crop residues (Emissions N2O),1969,0.0236
Mexico,Wheat,Burning crop residues (Emissions N2O),1970,0.0248
Mexico,Wheat,Burning crop residues (Emissions N2O),1971,0.0172
Mexico,Wheat,Burning crop residues (Emissions N2O),1972,0.0192
Mexico,Wheat,Burning crop residues (Emissions N2O),1973,0.0179
Mexico,Wheat,Burning crop residues (Emissions N2O),1974,0.0217
Mexico,Wheat,Burning crop residues (Emissions N2O),1975,0.0218
Mexico,Wheat,Burning crop residues (Emissions N2O),1976,0.025
Mexico,Wheat,Burning crop residues (Emissions N2O),1977,0.0198
Mexico,Wheat,Burning crop residues (Emissions N2O),1978,0.0213
Mexico,Wheat,Burning crop residues (Emissions N2O),1979,0.0164
Mexico,Wheat,Burning crop residues (Emissions N2O),1980,0.0203
Mexico,Wheat,Burning crop residues (Emissions N2O),1981,0.0241
Mexico,Wheat,Burning crop residues (Emissions N2O),1982,0.0282
Mexico,Wheat,Burning crop residues (Emissions N2O),1983,0.024
Mexico,Wheat,Burning crop residues (Emissions N2O),1984,0.0289
Mexico,Wheat,Burning crop residues (Emissions N2O),1985,0.0341
Mexico,Wheat,Burning crop residues (Emissions N2O),1986,0.0337
Mexico,Wheat,Burning crop residues (Emissions N2O),1987,0.0277
Mexico,Wheat,Burning crop residues (Emissions N2O),1988,0.0256
Mexico,Wheat,Burning crop residues (Emissions N2O),1989,0.032
Mexico,Wheat,Burning crop residues (Emissions N2O),1990,0.0261
Mexico,Wheat,Burning crop residues (Emissions N2O),1991,0.0275
Mexico,Wheat,Burning crop residues (Emissions N2O),1992,0.0256
Mexico,Wheat,Burning crop residues (Emissions N2O),1993,0.0246
Mexico,Wheat,Burning crop residues (Emissions N2O),1994,0.027
Mexico,Wheat,Burning crop residues (Emissions N2O),1995,0.026
Mexico,Wheat,Burning crop residues (Emissions N2O),1996,0.0227
Mexico,Wheat,Burning crop residues (Emissions N2O),1997,0.0216
Mexico,Wheat,Burning crop residues (Emissions N2O),1998,0.0215
Mexico,Wheat,Burning crop residues (Emissions N2O),1999,0.0183
Mexico,Wheat,Burning crop residues (Emissions N2O),2000,0.0198
Mexico,Wheat,Burning crop residues (Emissions N2O),2001,0.0192
Mexico,Wheat,Burning crop residues (Emissions N2O),2002,0.0178
Mexico,Wheat,Burning crop residues (Emissions N2O),2003,0.0169
Mexico,Wheat,Burning crop residues (Emissions N2O),2004,0.0145
Mexico,Wheat,Burning crop residues (Emissions N2O),2005,0.0178
Mexico,Wheat,Burning crop residues (Emissions N2O),2006,0.0181
Mexico,Wheat,Burning crop residues (Emissions N2O),2007,0.0194
Mexico,Wheat,Burning crop residues (Emissions N2O),2008,0.0224
Mexico,Wheat,Burning crop residues (Emissions N2O),2009,0.0232
Mexico,Wheat,Burning crop residues (Emissions N2O),2010,0.019
Mexico,Wheat,Burning crop residues (Emissions N2O),2011,0.0185
Mexico,Wheat,Burning crop residues (Emissions N2O),2012,0.0162
Mexico,Wheat,Burning crop residues (Emissions N2O),2013,0.0178
Mexico,Wheat,Burning crop residues (Emissions N2O),2014,0.0198
Mexico,Wheat,Burning crop residues (Emissions N2O),2015,0.023
Mexico,Wheat,Burning crop residues (Emissions N2O),2016,0.0203
Mexico,Wheat,Burning crop residues (Emissions N2O),2017,0.0185
Mexico,Wheat,Burning crop residues (Emissions N2O),2018,0.0152
Mexico,Wheat,Burning crop residues (Emissions N2O),2019,0.0164
Mexico,Wheat,Burning crop residues (Emissions N2O),2020,0.0157
Mexico,Wheat,Burning crop residues (Emissions N2O),2021,0.0153
Mexico,Wheat,Burning crop residues (Emissions N2O),2022,0.0164
Mexico,Wheat,Burning crop residues (Emissions N2O),2030,0.0213
Mexico,Wheat,Burning crop residues (Emissions N2O),2050,0.0226
Mexico,Wheat,Burning crop residues (Emissions CH4),1961,0.9035
Mexico,Wheat,Burning crop residues (Emissions CH4),1962,0.8075
Mexico,Wheat,Burning crop residues (Emissions CH4),1963,0.8847
Mexico,Wheat,Burning crop residues (Emissions CH4),1964,0.8838
Mexico,Wheat,Burning crop residues (Emissions CH4),1965,0.9269
Mexico,Wheat,Burning crop residues (Emissions CH4),1966,0.7893
Mexico,Wheat,Burning crop residues (Emissions CH4),1967,0.8406
Mexico,Wheat,Burning crop residues (Emissions CH4),1968,0.8539
Mexico,Wheat,Burning crop residues (Emissions CH4),1969,0.9086
Mexico,Wheat,Burning crop residues (Emissions CH4),1970,0.9571
Mexico,Wheat,Burning crop residues (Emissions CH4),1971,0.6633
Mexico,Wheat,Burning crop residues (Emissions CH4),1972,0.7416
Mexico,Wheat,Burning crop residues (Emissions CH4),1973,0.6917
Mexico,Wheat,Burning crop residues (Emissions CH4),1974,0.8361
Mexico,Wheat,Burning crop residues (Emissions CH4),1975,0.8405
Mexico,Wheat,Burning crop residues (Emissions CH4),1976,0.9657
Mexico,Wheat,Burning crop residues (Emissions CH4),1977,0.7656
Mexico,Wheat,Burning crop residues (Emissions CH4),1978,0.8203
Mexico,Wheat,Burning crop residues (Emissions CH4),1979,0.631
Mexico,Wheat,Burning crop residues (Emissions CH4),1980,0.7817
Mexico,Wheat,Burning crop residues (Emissions CH4),1981,0.9285
Mexico,Wheat,Burning crop residues (Emissions CH4),1982,1.0887
Mexico,Wheat,Burning crop residues (Emissions CH4),1983,0.9256
Mexico,Wheat,Burning crop residues (Emissions CH4),1984,1.1166
Mexico,Wheat,Burning crop residues (Emissions CH4),1985,1.3144
Mexico,Wheat,Burning crop residues (Emissions CH4),1986,1.2984
Mexico,Wheat,Burning crop residues (Emissions CH4),1987,1.0671
Mexico,Wheat,Burning crop residues (Emissions CH4),1988,0.9858
Mexico,Wheat,Burning crop residues (Emissions CH4),1989,1.2357
Mexico,Wheat,Burning crop residues (Emissions CH4),1990,1.0074
Mexico,Wheat,Burning crop residues (Emissions CH4),1991,1.0626
Mexico,Wheat,Burning crop residues (Emissions CH4),1992,0.9892
Mexico,Wheat,Burning crop residues (Emissions CH4),1993,0.9478
Mexico,Wheat,Burning crop residues (Emissions CH4),1994,1.0417
Mexico,Wheat,Burning crop residues (Emissions CH4),1995,1.0037
Mexico,Wheat,Burning crop residues (Emissions CH4),1996,0.874
Mexico,Wheat,Burning crop residues (Emissions CH4),1997,0.8341
Mexico,Wheat,Burning crop residues (Emissions CH4),1998,0.8304
Mexico,Wheat,Burning crop residues (Emissions CH4),1999,0.7045
Mexico,Wheat,Burning crop residues (Emissions CH4),2000,0.7644
Mexico,Wheat,Burning crop residues (Emissions CH4),2001,0.7422
Mexico,Wheat,Burning crop residues (Emissions CH4),2002,0.6853
Mexico,Wheat,Burning crop residues (Emissions CH4),2003,0.6531
Mexico,Wheat,Burning crop residues (Emissions CH4),2004,0.5587
Mexico,Wheat,Burning crop residues (Emissions CH4),2005,0.6853
Mexico,Wheat,Burning crop residues (Emissions CH4),2006,0.6979
Mexico,Wheat,Burning crop residues (Emissions CH4),2007,0.747
Mexico,Wheat,Burning crop residues (Emissions CH4),2008,0.8659
Mexico,Wheat,Burning crop residues (Emissions CH4),2009,0.8947
Mexico,Wheat,Burning crop residues (Emissions CH4),2010,0.7328
Mexico,Wheat,Burning crop residues (Emissions CH4),2011,0.7152
Mexico,Wheat,Burning crop residues (Emissions CH4),2012,0.6251
Mexico,Wheat,Burning crop residues (Emissions CH4),2013,0.685
Mexico,Wheat,Burning crop residues (Emissions CH4),2014,0.7631
Mexico,Wheat,Burning crop residues (Emissions CH4),2015,0.8855
Mexico,Wheat,Burning crop residues (Emissions CH4),2016,0.7814
Mexico,Wheat,Burning crop residues (Emissions CH4),2017,0.7144
Mexico,Wheat,Burning crop residues (Emissions CH4),2018,0.5847
Mexico,Wheat,Burning crop residues (Emissions CH4),2019,0.6335
Mexico,Wheat,Burning crop residues (Emissions CH4),2020,0.6062
Mexico,Wheat,Burning crop residues (Emissions CH4),2021,0.5916
Mexico,Wheat,Burning crop residues (Emissions CH4),2022,0.6342
Mexico,Wheat,Burning crop residues (Emissions CH4),2030,0.8226
Mexico,Wheat,Burning crop residues (Emissions CH4),2050,0.8725
Nigeria,Sugar cane,Crop residues (Emissions N2O),1961,
Nigeria,Sugar cane,Crop residues (Emissions N2O),1962,
Nigeria,Sugar cane,Crop residues (Emissions N2O),1963,
Nigeria,Sugar cane,Crop residues (Emissions N2O),1964,
Nigeria,Sugar cane,Crop residues (Emissions N2O),1965,
Nigeria,Sugar cane,Crop residues (Emissions N2O),1966,
Nigeria,Sugar cane,Crop residues (Emissions N2O),1967,
Nigeria,Sugar cane,Crop residues (Emissions N2O),1968,
Nigeria,Sugar cane,Crop residues (Emissions N2O),1969,
Nigeria,Sugar cane,Crop residues (Emissions N2O),1970,
Nigeria,Sugar cane,Crop residues (Emissions N2O),1971,
Nigeria,Sugar cane,Crop residues (Emissions N2O),1972,
Nigeria,Sugar cane,Crop residues (Emissions N2O),1973,
Nigeria,Sugar cane,Crop residues (Emissions N2O),1974,
Nigeria,Sugar cane,Crop residues (Emissions N2O),1975,
Nigeria,Sugar cane,Crop residues (Emissions N2O),1976,
Nigeria,Sugar cane,Crop residues (Emissions N2O),1977,
Nigeria,Sugar cane,Crop residues (Emissions N2O),1978,
Nigeria,Sugar cane,Crop residues (Emissions N2O),1979,
Nigeria,Sugar cane,Crop residues (Emissions N2O),1980,
Nigeria,Sugar cane,Crop residues (Emissions N2O),1981,
Nigeria,Sugar cane,Crop residues (Emissions N2O),1982,
Nigeria,Sugar cane,Crop residues (Emissions N2O),1983,
Nigeria,Sugar cane,Crop residues (Emissions N2O),1984,
Nigeria,Sugar cane,Crop residues (Emissions N2O),1985,
Nigeria,Sugar cane,Crop residues (Emissions N2O),1986,
Nigeria,Sugar cane,Crop residues (Emissions N2O),1987,
Nigeria,Sugar cane,Crop residues (Emissions N2O),1988,
Nigeria,Sugar cane,Crop residues (Emissions N2O),1989,
Nigeria,Sugar cane,Crop residues (Emissions N2O),1990,
Nigeria,Sugar cane,Crop residues (Emissions N2O),1991,
Nigeria,Sugar cane,Crop residues (Emissions N2O),1992,
Nigeria,Sugar cane,Crop residues (Emissions N2O),1993,
Nigeria,Sugar cane,Crop residues (Emissions N2O),1994,
Nigeria,Sugar cane,Crop residues (Emissions N2O),1995,
Nigeria,Sugar cane,Crop residues (Emissions N2O),1996,
Nigeria,Sugar cane,Crop residues (Emissions N2O),1997,
Nigeria,Sugar cane,Crop residues (Emissions N2O),1998,
Nigeria,Sugar cane,Crop residues (Emissions N2O),1999,
Nigeria,Sugar cane,Crop residues (Emissions N2O),2000,
Nigeria,Sugar cane,Crop residues (Emissions N2O),2001,
Nigeria,Sugar cane,Crop residues (Emissions N2O),2002,
Nigeria,Sugar cane,Crop residues (Emissions N2O),2003,
Nigeria,Sugar cane,Crop residues (Emissions N2O),2004,
Nigeria,Sugar cane,Crop residues (Emissions N2O),2005,
Nigeria,Sugar cane,Crop residues (Emissions N2O),2006,
Nigeria,Sugar cane,Crop residues (Emissions N2O),2007,
Nigeria,Sugar cane,Crop residues (Emissions N2O),2008,
Nigeria,Sugar cane,Crop residues (Emissions N2O),2009,
Nigeria,Sugar cane,Crop residues (Emissions N2O),2010,
Nigeria,Sugar cane,Crop residues (Emissions N2O),2011,
Nigeria,Sugar cane,Crop residues (Emissions N2O),2012,
Nigeria,Sugar cane,Crop residues (Emissions N2O),2013,
Nigeria,Sugar cane,Crop residues (Emissions N2O),2014,
Nigeria,Sugar cane,Crop residues (Emissions N2O),2015,
Nigeria,Sugar cane,Crop residues (Emissions N2O),2016,
Nigeria,Sugar cane,Crop residues (Emissions N2O),2017,
Nigeria,Sugar cane,Crop residues (Emissions N2O),2018,
Nigeria,Sugar cane,Crop residues (Emissions N2O),2019,
Nigeria,Sugar cane,Crop residues (Emissions N2O),2020,
Nigeria,Sugar cane,Crop residues (Emissions N2O),2021,
Nigeria,Sugar cane,Crop residues (Emissions N2O),2022,
Nigeria,Sugar cane,Crop residues (Emissions N2O),2030,
Nigeria,Sugar cane,Crop residues (Emissions N2O),2050,
Nigeria,Sugar cane,Burning crop residues (Emissions N2O),1961,0.0003
Nigeria,Sugar cane,Burning crop residues (Emissions N2O),1962,0.0003
Nigeria,Sugar cane,Burning crop residues (Emissions N2O),1963,0.0004
Nigeria,Sugar cane,Burning crop residues (Emissions N2O),1964,0.0005
Nigeria,Sugar cane,Burning crop residues (Emissions N2O),1965,0.0006
Nigeria,Sugar cane,Burning crop residues (Emissions N2O),1966,0.0006
Nigeria,Sugar cane,Burning crop residues (Emissions N2O),1967,0.0007
Nigeria,Sugar cane,Burning crop residues (Emissions N2O),1968,0.0007
Nigeria,Sugar cane,Burning crop residues (Emissions N2O),1969,0.0007
Nigeria,Sugar cane,Burning crop residues (Emissions N2O),1970,0.0007
Nigeria,Sugar cane,Burning crop residues (Emissions N2O),1971,0.0008
Nigeria,Sugar cane,Burning crop residues (Emissions N2O),1972,0.0008
Nigeria,Sugar cane,Burning crop residues (Emissions N2O),1973,0.0008
Nigeria,Sugar cane,Burning crop residues (Emissions N2O),1974,0.0008
Nigeria,Sugar cane,Burning crop residues (Emissions N2O),1975,0.0008
Nigeria,Sugar cane,Burning crop residues (Emissions N2O),1976,0.0009
Nigeria,Sugar cane,Burning crop residues (Emissions N2O),1977,0.0009
Nigeria,Sugar cane,Burning crop residues (Emissions N2O),1978,0.0009
Nigeria,Sugar cane,Burning crop residues (Emissions N2O),1979,0.001
Nigeria,Sugar cane,Burning crop residues (Emissions N2O),1980,0.001
Nigeria,Sugar cane,Burning crop residues (Emissions N2O),1981,0.001
Nigeria,Sugar cane,Burning crop residues (Emissions N2O),1982,0.001
Nigeria,Sugar cane,Burning crop residues (Emissions N2O),1983,0.0009
Nigeria,Sugar cane,Burning crop residues (Emissions N2O),1984,0.0009
Nigeria,Sugar cane,Burning crop residues (Emissions N2O),1985,0.001
Nigeria,Sugar cane,Burning crop residues (Emissions N2O),1986,0.001
Nigeria,Sugar cane,Burning crop residues (Emissions N2O),1987,0.001
Nigeria,Sugar cane,Burning crop residues (Emissions N2O),1988,0.001
Nigeria,Sugar cane,Burning crop residues (Emissions N2O),1989,0.001
Nigeria,Sugar cane,Burning crop residues (Emissions N2O),1990,0.001
Nigeria,Sugar cane,Burning crop residues (Emissions N2O),1991,0.001
Nigeria,Sugar cane,Burning crop residues (Emissions N2O),1992,0.001
Nigeria,Sugar cane,Burning crop residues (Emissions N2O),1993,0.0011
Nigeria,Sugar cane,Burning crop residues (Emissions N2O),1994,0.0009
Nigeria,Sugar cane,Burning crop residues (Emissions N2O),1995,0.0009
Nigeria,Sugar cane,Burning crop residues (Emissions N2O),1996,0.001
Nigeria,Sugar cane,Burning crop residues (Emissions N2O),1997,0.001
Nigeria,Sugar cane,Burning crop residues (Emissions N2O),1998,0.001
Nigeria,Sugar cane,Burning crop residues (Emissions N2O),1999,0.0011
Nigeria,Sugar cane,Burning crop residues (Emissions N2O),2000,0.0011
Nigeria,Sugar cane,Burning crop residues (Emissions N2O),2001,0.001
Nigeria,Sugar cane,Burning crop residues (Emissions N2O),2002,0.0018
Nigeria,Sugar cane,Burning crop residues (Emissions N2O),2003,0.0019
Nigeria,Sugar cane,Burning crop residues (Emissions N2O),2004,0.002
Nigeria,Sugar cane,Burning crop residues (Emissions N2O),2005,0.002
